trade_id,ticker,date,direction,model,zone_type,entry_time,entry_price,is_winner,pnl_r,max_r_achieved,bar_date,bar_time,open,high,low,close,volume,candle_range_pct,vol_delta_raw,vol_delta_roll,vol_roc,sma9,sma21,sma_config,sma_spread_pct,sma_momentum_label,price_position,cvd_slope,m5_structure,m15_structure,h1_structure,health_score,long_score,short_score,calculated_at
MU_021226_EPCH1_0942,MU,2026-02-12,LONG,EPCH1,PRIMARY,09:42:30,438.75,False,-1.0,-1,2026-02-12,09:41:00,435.3499,437.78,435.1074,437.16,400736,0.611355,214807.45,678235.43,49.6095,432.8243,428.7188,BULL,0.939122,WIDENING,ABOVE,0.451578,BULL,BULL,BULL,8,5,5,2026-02-15 17:41:10.423787+00:00
ORCL_021226_EPCH4_0942,ORCL,2026-02-12,LONG,EPCH4,SECONDARY,09:42:30,157.46,False,-1.0,-1,2026-02-12,09:41:00,157.14,157.15,156.3801,156.66,65380,0.491446,-17841.72,174695.94,-9.408,156.2172,156.828,BEAR,0.389897,WIDENING,BTWN,0.295575,BEAR,BULL,BEAR,6,4,3,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH4_0942_1,CSCO,2026-02-12,LONG,EPCH4,SECONDARY,09:42:45,78.725,False,-1.0,-1,2026-02-12,09:41:00,79.195,79.33,78.83,78.91,477204,0.633633,-324498.72,-333788.71,32.9815,79.1938,79.3732,BEAR,0.227315,WIDENING,BELOW,-0.123744,BEAR,BEAR,BEAR,8,5,3,2026-02-15 17:41:10.423787+00:00
MU_021226_EPCH2_0943,MU,2026-02-12,LONG,EPCH2,PRIMARY,09:43:15,438.115,False,-1.0,-1,2026-02-12,09:42:00,437.15,438.75,436.14,438.55,357821,0.595143,302982.53,1003907.44,24.4468,433.7678,429.2974,BULL,1.019353,WIDENING,ABOVE,0.450109,BULL,BULL,BULL,8,4,4,2026-02-15 17:41:10.423787+00:00
HOOD_021226_EPCH4_0943,HOOD,2026-02-12,LONG,EPCH4,SECONDARY,09:43:30,75.65,False,-1.0,-1,2026-02-12,09:42:00,76.31,76.41,75.8,75.825,171660,0.804484,-157589.51,61637.61,-9.9101,76.2458,77.4817,BEAR,1.629952,WIDENING,BELOW,-0.229627,BULL,BULL,BULL,8,3,3,2026-02-15 17:41:10.423787+00:00
HOOD_021226_EPCH2_0943,HOOD,2026-02-12,LONG,EPCH2,PRIMARY,09:43:30,75.65,False,-1.0,-1,2026-02-12,09:42:00,76.31,76.41,75.8,75.825,171660,0.804484,-157589.51,61637.61,-9.9101,76.2458,77.4817,BEAR,1.629952,WIDENING,BELOW,-0.229627,BULL,BULL,BULL,8,3,3,2026-02-15 17:41:10.423787+00:00
ORCL_021226_EPCH4_0943,ORCL,2026-02-12,LONG,EPCH4,SECONDARY,09:43:30,157.375,False,-1.0,-1,2026-02-12,09:42:00,156.535,157.59,156.25,157.16,100801,0.852634,36107.82,175539.1,33.8266,156.3189,156.8161,BEAR,0.316392,WIDENING,ABOVE,0.28551,BEAR,BULL,BEAR,8,5,4,2026-02-15 17:41:10.423787+00:00
MU_021226_EPCH2_0943_1,MU,2026-02-12,LONG,EPCH2,PRIMARY,09:43:30,438.49,False,-1.0,-1,2026-02-12,09:42:00,437.15,438.75,436.14,438.55,357821,0.595143,302982.53,1003907.44,24.4468,433.7678,429.2974,BULL,1.019353,WIDENING,ABOVE,0.450109,BULL,BULL,BULL,8,4,4,2026-02-15 17:41:10.423787+00:00
ORCL_021226_EPCH4_0943_1,ORCL,2026-02-12,LONG,EPCH4,SECONDARY,09:43:45,157.455,False,-1.0,-1,2026-02-12,09:42:00,156.535,157.59,156.25,157.16,100801,0.852634,36107.82,175539.1,33.8266,156.3189,156.8161,BEAR,0.316392,WIDENING,ABOVE,0.28551,BEAR,BULL,BEAR,8,5,4,2026-02-15 17:41:10.423787+00:00
MU_021226_EPCH2_0943_2,MU,2026-02-12,LONG,EPCH2,PRIMARY,09:43:45,438.1,False,-1.0,-1,2026-02-12,09:42:00,437.15,438.75,436.14,438.55,357821,0.595143,302982.53,1003907.44,24.4468,433.7678,429.2974,BULL,1.019353,WIDENING,ABOVE,0.450109,BULL,BULL,BULL,8,4,4,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0944,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:44:00,503.3038,True,1.0,1,2026-02-12,09:43:00,503.735,503.93,503.6001,503.72,39071,0.065493,-10670.8,-24585.39,-13.7341,503.7711,503.3345,BULL,0.086668,WIDENING,BTWN,-0.108883,BULL,BULL,BULL,4,0,1,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0944_1,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:44:45,503.4,True,1.0,1,2026-02-12,09:43:00,503.735,503.93,503.6001,503.72,39071,0.065493,-10670.8,-24585.39,-13.7341,503.7711,503.3345,BULL,0.086668,WIDENING,BTWN,-0.108883,BULL,BULL,BULL,4,0,1,2026-02-15 17:41:10.423787+00:00
AMD_021226_EPCH3_0945,AMD,2026-02-12,SHORT,EPCH3,SECONDARY,09:45:15,214.0,True,5.0,5,2026-02-12,09:44:00,214.41,214.6199,213.88,214.0524,168581,0.345663,-90020.75,-342142.16,15.7891,215.7671,216.1739,BEAR,0.190038,NARROWING,BELOW,-0.096731,BULL,BEAR,BULL,6,4,2,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH3_0945,CSCO,2026-02-12,SHORT,EPCH3,SECONDARY,09:45:15,78.17,True,5.0,5,2026-02-12,09:44:00,78.6904,78.71,78.27,78.305,374811,0.561905,-315181.98,-812397.17,-8.5133,79.0211,79.2387,BEAR,0.277922,WIDENING,BELOW,-0.205226,BEAR,BEAR,BEAR,8,4,2,2026-02-15 17:41:10.423787+00:00
TSLA_021226_EPCH2_0945,TSLA,2026-02-12,SHORT,EPCH2,PRIMARY,09:45:15,433.6645,True,5.0,5,2026-02-12,09:44:00,434.8111,434.87,433.652,434.03,249801,0.280626,-94752.1,-238296.2,-8.0036,434.5974,433.3625,BULL,0.284509,WIDENING,BTWN,-0.02165,BEAR,BEAR,BULL,8,4,3,2026-02-15 17:41:10.423787+00:00
AMD_021226_EPCH4_0945,AMD,2026-02-12,SHORT,EPCH4,SECONDARY,09:45:30,213.7957,True,5.0,5,2026-02-12,09:44:00,214.41,214.6199,213.88,214.0524,168581,0.345663,-90020.75,-342142.16,15.7891,215.7671,216.1739,BEAR,0.190038,NARROWING,BELOW,-0.096731,BULL,BEAR,BULL,6,4,2,2026-02-15 17:41:10.423787+00:00
MU_021226_EPCH1_0945,MU,2026-02-12,SHORT,EPCH1,PRIMARY,09:45:30,432.54,True,1.0,1,2026-02-12,09:44:00,437.97,438.33,435.22,436.0,364318,0.713303,-181573.28,370864.63,14.3401,435.3856,430.3503,BULL,1.154884,WIDENING,ABOVE,0.381241,BULL,BULL,BULL,8,4,4,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0945,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:45:45,503.22,False,-1.0,-1,2026-02-12,09:44:00,503.71,503.71,503.27,503.4,31084,0.087406,-12716.18,-67814.59,-34.2013,503.6789,503.3703,BULL,0.061308,WIDENING,BTWN,-0.100531,BULL,BULL,BULL,4,0,1,2026-02-15 17:41:10.423787+00:00
MU_021226_EPCH2_0945,MU,2026-02-12,SHORT,EPCH2,PRIMARY,09:45:45,431.7901,False,-1.0,-1,2026-02-12,09:44:00,437.97,438.33,435.22,436.0,364318,0.713303,-181573.28,370864.63,14.3401,435.3856,430.3503,BULL,1.154884,WIDENING,ABOVE,0.381241,BULL,BULL,BULL,8,4,4,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0946,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:46:45,503.41,True,1.0,1,2026-02-12,09:45:00,503.4,503.72,503.22,503.22,45167,0.09936,-45167.0,-112080.35,-7.4246,503.6422,503.4045,BULL,0.047231,NARROWING,BELOW,-0.143492,BULL,BULL,BULL,2,1,1,2026-02-15 17:41:10.423787+00:00
MU_021226_EPCH2_0947,MU,2026-02-12,SHORT,EPCH2,PRIMARY,09:47:00,432.51,True,1.0,1,2026-02-12,09:46:00,431.94,433.7699,430.38,433.595,263710,0.781813,236498.06,-19692.39,-25.736,435.4983,431.1081,BULL,1.012516,WIDENING,BTWN,0.327687,BULL,BULL,BULL,8,3,3,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH4_0947,CSCO,2026-02-12,SHORT,EPCH4,SECONDARY,09:47:30,78.17,True,5.0,5,2026-02-12,09:46:00,78.055,78.3,78.0,78.24,395284,0.383436,237170.4,-482119.33,-11.2325,78.7667,79.104,BEAR,0.431144,WIDENING,BELOW,-0.267936,BEAR,BEAR,BEAR,8,4,2,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0948,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:48:00,503.41,True,1.0,1,2026-02-12,09:47:00,503.35,503.93,503.29,503.61,38146,0.127082,0.0,-50282.02,-27.5931,503.6611,503.5193,BULL,0.028162,NARROWING,BTWN,-0.234522,BULL,BULL,BULL,2,0,1,2026-02-15 17:41:10.423787+00:00
MU_021226_EPCH2_0948,MU,2026-02-12,SHORT,EPCH2,PRIMARY,09:48:00,430.48,False,-1.0,-1,2026-02-12,09:47:00,433.595,434.3674,431.99,433.08,303516,0.548952,-25201.51,-347876.43,-17.4481,435.3178,431.5211,BULL,0.876664,WIDENING,BTWN,0.285533,BULL,BULL,BULL,8,4,3,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0948_1,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:48:15,503.38,True,1.0,1,2026-02-12,09:47:00,503.35,503.93,503.29,503.61,38146,0.127082,0.0,-50282.02,-27.5931,503.6611,503.5193,BULL,0.028162,NARROWING,BTWN,-0.234522,BULL,BULL,BULL,2,0,1,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0948_2,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:48:30,503.41,True,1.0,1,2026-02-12,09:47:00,503.35,503.93,503.29,503.61,38146,0.127082,0.0,-50282.02,-27.5931,503.6611,503.5193,BULL,0.028162,NARROWING,BTWN,-0.234522,BULL,BULL,BULL,2,0,1,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0948_3,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:48:45,503.41,True,1.0,1,2026-02-12,09:47:00,503.35,503.93,503.29,503.61,38146,0.127082,0.0,-50282.02,-27.5931,503.6611,503.5193,BULL,0.028162,NARROWING,BTWN,-0.234522,BULL,BULL,BULL,2,0,1,2026-02-15 17:41:10.423787+00:00
MU_021226_EPCH2_0948_1,MU,2026-02-12,SHORT,EPCH2,PRIMARY,09:48:45,430.77,False,-1.0,-1,2026-02-12,09:47:00,433.595,434.3674,431.99,433.08,303516,0.548952,-25201.51,-347876.43,-17.4481,435.3178,431.5211,BULL,0.876664,WIDENING,BTWN,0.285533,BULL,BULL,BULL,8,4,3,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0949,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:49:00,503.387,True,1.0,1,2026-02-12,09:48:00,503.58,503.58,503.32,503.41,20784,0.051648,-6395.08,-46006.3,-61.9205,503.5967,503.5612,BULL,0.007047,NARROWING,BELOW,-0.253831,BULL,BULL,BULL,2,0,1,2026-02-15 17:41:10.423787+00:00
MU_021226_EPCH2_0949,MU,2026-02-12,SHORT,EPCH2,PRIMARY,09:49:30,431.935,True,1.0,1,2026-02-12,09:48:00,433.23,433.23,430.06,430.77,236940,0.735892,-130802.84,-489027.79,-37.9702,434.9172,431.8397,BULL,0.714425,STABLE,BELOW,0.225961,BULL,BULL,BULL,6,4,3,2026-02-15 17:41:10.423787+00:00
ORCL_021226_EPCH3_0950,ORCL,2026-02-12,SHORT,EPCH3,SECONDARY,09:50:00,155.83,False,-1.0,-1,2026-02-12,09:49:00,156.985,157.14,156.33,156.42,66514,0.517837,-51733.11,-53904.84,-33.5009,156.7511,156.5709,BULL,0.115179,NARROWING,BELOW,0.192649,BEAR,BULL,BEAR,6,2,3,2026-02-15 17:41:10.423787+00:00
ORCL_021226_EPCH4_0950,ORCL,2026-02-12,SHORT,EPCH4,SECONDARY,09:50:15,155.725,False,-1.0,-1,2026-02-12,09:49:00,156.985,157.14,156.33,156.42,66514,0.517837,-51733.11,-53904.84,-33.5009,156.7511,156.5709,BULL,0.115179,NARROWING,BELOW,0.192649,BEAR,BULL,BEAR,6,2,3,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0950,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:50:15,503.41,True,1.0,1,2026-02-12,09:49:00,503.43,503.5,503.07,503.17,62904,0.085458,-33646.33,-66936.44,13.1054,503.5089,503.5864,BEAR,0.01541,NARROWING,BELOW,-0.240921,BULL,BULL,BULL,2,0,0,2026-02-15 17:41:10.423787+00:00
ORCL_021226_EPCH4_0950_1,ORCL,2026-02-12,SHORT,EPCH4,SECONDARY,09:50:30,155.86,False,-1.0,-1,2026-02-12,09:49:00,156.985,157.14,156.33,156.42,66514,0.517837,-51733.11,-53904.84,-33.5009,156.7511,156.5709,BULL,0.115179,NARROWING,BELOW,0.192649,BEAR,BULL,BEAR,6,2,3,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0950_1,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:50:45,503.44,True,1.0,1,2026-02-12,09:49:00,503.43,503.5,503.07,503.17,62904,0.085458,-33646.33,-66936.44,13.1054,503.5089,503.5864,BEAR,0.01541,NARROWING,BELOW,-0.240921,BULL,BULL,BULL,2,0,0,2026-02-15 17:41:10.423787+00:00
MSTR_021226_EPCH4_0951,MSTR,2026-02-12,SHORT,EPCH4,SECONDARY,09:51:15,127.85,True,5.0,5,2026-02-12,09:50:00,126.945,127.89,126.6,127.85,79134,1.008995,74226.47,133746.86,-3.9966,126.7508,127.0077,BEAR,0.200905,NARROWING,ABOVE,0.027311,BULL,BEAR,BULL,6,4,3,2026-02-15 17:41:10.423787+00:00
MSTR_021226_EPCH2_0951,MSTR,2026-02-12,SHORT,EPCH2,PRIMARY,09:51:15,127.85,True,5.0,5,2026-02-12,09:50:00,126.945,127.89,126.6,127.85,79134,1.008995,74226.47,133746.86,-3.9966,126.7508,127.0077,BEAR,0.200905,NARROWING,ABOVE,0.027311,BULL,BEAR,BULL,6,4,3,2026-02-15 17:41:10.423787+00:00
MU_021226_EPCH2_0952,MU,2026-02-12,SHORT,EPCH2,PRIMARY,09:52:45,432.395,False,-1.0,-1,2026-02-12,09:51:00,431.9359,434.61,431.7653,433.57,328755,0.656111,88374.5,-41907.68,-7.2194,433.3042,432.8556,BULL,0.103483,NARROWING,ABOVE,0.051432,BULL,BULL,BULL,6,2,3,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0953,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:53:15,503.42,True,1.0,1,2026-02-12,09:52:00,503.31,503.34,503.17,503.17,15909,0.033786,-15909.0,-58671.24,-65.344,503.3486,503.6025,BEAR,0.050458,NARROWING,BELOW,-0.283662,BULL,BULL,BULL,2,0,0,2026-02-15 17:41:10.423787+00:00
AMD_021226_EPCH4_0953,AMD,2026-02-12,SHORT,EPCH4,SECONDARY,09:53:30,213.815,True,5.0,5,2026-02-12,09:52:00,213.05,213.7075,213.0,213.325,78963,0.331654,-6417.49,-95917.4,-53.8695,213.1697,215.104,BEAR,0.906738,WIDENING,BTWN,-0.393048,BULL,BEAR,BULL,8,3,2,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0955,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:55:15,503.39,True,1.0,1,2026-02-12,09:54:00,503.5725,503.81,503.535,503.55,20999,0.054612,-18708.2,-17240.26,-51.7009,503.4008,503.5913,BEAR,0.037827,NARROWING,BTWN,-0.286526,BULL,BULL,BULL,2,0,0,2026-02-15 17:41:10.423787+00:00
MSTR_021226_EPCH2_0955,MSTR,2026-02-12,SHORT,EPCH2,PRIMARY,09:55:15,127.95,True,5.0,5,2026-02-12,09:54:00,128.22,128.4,127.84,128.165,86512,0.436937,13903.71,52773.18,17.9983,127.4539,126.9835,BULL,0.367055,NARROWING,ABOVE,0.018665,BULL,BEAR,BULL,6,3,4,2026-02-15 17:41:10.423787+00:00
MSTR_021226_EPCH4_0955,MSTR,2026-02-12,SHORT,EPCH4,SECONDARY,09:55:15,127.95,True,5.0,5,2026-02-12,09:54:00,128.22,128.4,127.84,128.165,86512,0.436937,13903.71,52773.18,17.9983,127.4539,126.9835,BULL,0.367055,NARROWING,ABOVE,0.018665,BULL,BEAR,BULL,6,3,4,2026-02-15 17:41:10.423787+00:00
MSTR_021226_EPCH2_0955_1,MSTR,2026-02-12,SHORT,EPCH2,PRIMARY,09:55:30,127.85,True,5.0,5,2026-02-12,09:54:00,128.22,128.4,127.84,128.165,86512,0.436937,13903.71,52773.18,17.9983,127.4539,126.9835,BULL,0.367055,NARROWING,ABOVE,0.018665,BULL,BEAR,BULL,6,3,4,2026-02-15 17:41:10.423787+00:00
MSTR_021226_EPCH4_0955_1,MSTR,2026-02-12,SHORT,EPCH4,SECONDARY,09:55:30,127.85,True,5.0,5,2026-02-12,09:54:00,128.22,128.4,127.84,128.165,86512,0.436937,13903.71,52773.18,17.9983,127.4539,126.9835,BULL,0.367055,NARROWING,ABOVE,0.018665,BULL,BEAR,BULL,6,3,4,2026-02-15 17:41:10.423787+00:00
MU_021226_EPCH2_0956,MU,2026-02-12,SHORT,EPCH2,PRIMARY,09:56:00,432.0,True,5.0,5,2026-02-12,09:55:00,434.9282,436.0,433.98,434.55,173544,0.464849,-75603.33,72032.97,-45.9774,432.8859,433.8251,BEAR,0.216145,NARROWING,ABOVE,-0.079463,BULL,BULL,BULL,6,3,3,2026-02-15 17:41:10.423787+00:00
QQQ_021226_EPCH3_0956,QQQ,2026-02-12,SHORT,EPCH3,SECONDARY,09:56:15,612.09,True,5.0,5,2026-02-12,09:55:00,612.96,612.97,612.41,612.53,216377,0.091424,-123644.0,-526028.75,-29.299,612.7456,613.811,BEAR,0.173935,WIDENING,BELOW,-0.247119,BULL,BULL,BULL,8,2,0,2026-02-15 17:41:10.423787+00:00
ORCL_021226_EPCH4_0956,ORCL,2026-02-12,SHORT,EPCH4,SECONDARY,09:56:30,155.6,False,-1.0,-1,2026-02-12,09:55:00,156.54,156.62,156.13,156.13,39986,0.313841,-39986.0,-19904.13,-51.1668,156.3611,156.424,BEAR,0.040307,WIDENING,BELOW,-0.053988,BEAR,BULL,BEAR,6,2,2,2026-02-15 17:41:10.423787+00:00
QQQ_021226_EPCH4_0956,QQQ,2026-02-12,SHORT,EPCH4,SECONDARY,09:56:30,612.03,True,5.0,5,2026-02-12,09:55:00,612.96,612.97,612.41,612.53,216377,0.091424,-123644.0,-526028.75,-29.299,612.7456,613.811,BEAR,0.173935,WIDENING,BELOW,-0.247119,BULL,BULL,BULL,8,2,0,2026-02-15 17:41:10.423787+00:00
HOOD_021226_EPCH3_0957,HOOD,2026-02-12,SHORT,EPCH3,SECONDARY,09:57:00,74.455,True,2.0,2,2026-02-12,09:56:00,74.69,74.86,74.534,74.577,240844,0.437132,-177308.47,-390808.84,5.481,74.9597,75.4387,BEAR,0.642296,NARROWING,BELOW,-0.231086,BULL,BULL,BULL,6,4,2,2026-02-15 17:41:10.423787+00:00
HOOD_021226_EPCH1_0957,HOOD,2026-02-12,SHORT,EPCH1,PRIMARY,09:57:00,74.455,True,2.0,2,2026-02-12,09:56:00,74.69,74.86,74.534,74.577,240844,0.437132,-177308.47,-390808.84,5.481,74.9597,75.4387,BEAR,0.642296,NARROWING,BELOW,-0.231086,BULL,BULL,BULL,6,4,2,2026-02-15 17:41:10.423787+00:00
SPY_021226_EPCH2_0957,SPY,2026-02-12,LONG,EPCH2,PRIMARY,09:57:00,692.81,True,2.0,2,2026-02-12,09:56:00,693.42,693.46,692.92,692.95,297480,0.077928,-264426.67,-554628.09,7.4112,693.445,693.9968,BEAR,0.079626,WIDENING,BELOW,-0.240567,BULL,BULL,BULL,6,1,0,2026-02-15 17:41:10.423787+00:00
SPY_021226_EPCH4_0957,SPY,2026-02-12,LONG,EPCH4,SECONDARY,09:57:00,692.81,True,2.0,2,2026-02-12,09:56:00,693.42,693.46,692.92,692.95,297480,0.077928,-264426.67,-554628.09,7.4112,693.445,693.9968,BEAR,0.079626,WIDENING,BELOW,-0.240567,BULL,BULL,BULL,6,1,0,2026-02-15 17:41:10.423787+00:00
HOOD_021226_EPCH4_0957,HOOD,2026-02-12,SHORT,EPCH4,SECONDARY,09:57:15,74.36,True,1.0,1,2026-02-12,09:56:00,74.69,74.86,74.534,74.577,240844,0.437132,-177308.47,-390808.84,5.481,74.9597,75.4387,BEAR,0.642296,NARROWING,BELOW,-0.231086,BULL,BULL,BULL,6,4,2,2026-02-15 17:41:10.423787+00:00
HOOD_021226_EPCH2_0957,HOOD,2026-02-12,SHORT,EPCH2,PRIMARY,09:57:15,74.36,True,1.0,1,2026-02-12,09:56:00,74.69,74.86,74.534,74.577,240844,0.437132,-177308.47,-390808.84,5.481,74.9597,75.4387,BEAR,0.642296,NARROWING,BELOW,-0.231086,BULL,BULL,BULL,6,4,2,2026-02-15 17:41:10.423787+00:00
SPY_021226_EPCH4_0957_1,SPY,2026-02-12,LONG,EPCH4,SECONDARY,09:57:30,692.83,False,-1.0,-1,2026-02-12,09:56:00,693.42,693.46,692.92,692.95,297480,0.077928,-264426.67,-554628.09,7.4112,693.445,693.9968,BEAR,0.079626,WIDENING,BELOW,-0.240567,BULL,BULL,BULL,6,1,0,2026-02-15 17:41:10.423787+00:00
HOOD_021226_EPCH2_0957_1,HOOD,2026-02-12,SHORT,EPCH2,PRIMARY,09:57:30,74.44,True,2.0,2,2026-02-12,09:56:00,74.69,74.86,74.534,74.577,240844,0.437132,-177308.47,-390808.84,5.481,74.9597,75.4387,BEAR,0.642296,NARROWING,BELOW,-0.231086,BULL,BULL,BULL,6,4,2,2026-02-15 17:41:10.423787+00:00
HOOD_021226_EPCH4_0957_1,HOOD,2026-02-12,SHORT,EPCH4,SECONDARY,09:57:30,74.44,True,2.0,2,2026-02-12,09:56:00,74.69,74.86,74.534,74.577,240844,0.437132,-177308.47,-390808.84,5.481,74.9597,75.4387,BEAR,0.642296,NARROWING,BELOW,-0.231086,BULL,BULL,BULL,6,4,2,2026-02-15 17:41:10.423787+00:00
SPY_021226_EPCH2_0957_1,SPY,2026-02-12,LONG,EPCH2,PRIMARY,09:57:30,692.83,False,-1.0,-1,2026-02-12,09:56:00,693.42,693.46,692.92,692.95,297480,0.077928,-264426.67,-554628.09,7.4112,693.445,693.9968,BEAR,0.079626,WIDENING,BELOW,-0.240567,BULL,BULL,BULL,6,1,0,2026-02-15 17:41:10.423787+00:00
HOOD_021226_EPCH4_0958,HOOD,2026-02-12,SHORT,EPCH4,SECONDARY,09:58:30,74.41,True,1.0,1,2026-02-12,09:57:00,74.57,74.59,74.31,74.5326,273712,0.375675,161490.08,-390109.0,22.1804,74.8845,75.3652,BEAR,0.645042,NARROWING,BELOW,-0.19695,BULL,BULL,BULL,6,4,2,2026-02-15 17:41:10.423787+00:00
HOOD_021226_EPCH2_0958,HOOD,2026-02-12,SHORT,EPCH2,PRIMARY,09:58:30,74.41,True,1.0,1,2026-02-12,09:57:00,74.57,74.59,74.31,74.5326,273712,0.375675,161490.08,-390109.0,22.1804,74.8845,75.3652,BEAR,0.645042,NARROWING,BELOW,-0.19695,BULL,BULL,BULL,6,4,2,2026-02-15 17:41:10.423787+00:00
SPY_021226_EPCH2_0959,SPY,2026-02-12,LONG,EPCH2,PRIMARY,09:59:45,692.83,False,-1.0,-1,2026-02-12,09:58:00,692.87,692.87,692.525,692.53,318663,0.049817,-309426.39,-664184.41,14.4,693.2717,693.8192,BEAR,0.079057,WIDENING,BELOW,-0.220386,BULL,BULL,BULL,6,1,0,2026-02-15 17:41:10.423787+00:00
SPY_021226_EPCH4_0959,SPY,2026-02-12,LONG,EPCH4,SECONDARY,09:59:45,692.83,False,-1.0,-1,2026-02-12,09:58:00,692.87,692.87,692.525,692.53,318663,0.049817,-309426.39,-664184.41,14.4,693.2717,693.8192,BEAR,0.079057,WIDENING,BELOW,-0.220386,BULL,BULL,BULL,6,1,0,2026-02-15 17:41:10.423787+00:00
ORCL_021226_EPCH4_1000,ORCL,2026-02-12,SHORT,EPCH4,SECONDARY,10:00:00,155.87,False,-1.0,-1,2026-02-12,09:59:00,156.24,156.38,155.97,156.35,58935,0.262232,50310.37,-118832.03,-21.8008,156.1767,156.4888,BEAR,0.199641,WIDENING,BTWN,-0.127988,BEAR,BULL,BEAR,6,4,2,2026-02-15 17:41:10.423787+00:00
SPY_021226_EPCH4_1001,SPY,2026-02-12,LONG,EPCH4,SECONDARY,10:01:00,692.8241,True,2.0,2,2026-02-12,10:00:00,692.84,692.84,692.35,692.513,294603,0.070757,-98601.82,-252596.15,0.363,693.0859,693.626,BEAR,0.077988,WIDENING,BELOW,-0.210647,BULL,BULL,BEAR,6,1,0,2026-02-15 17:41:10.423787+00:00
SPY_021226_EPCH2_1001,SPY,2026-02-12,LONG,EPCH2,PRIMARY,10:01:00,692.8241,True,2.0,2,2026-02-12,10:00:00,692.84,692.84,692.35,692.513,294603,0.070757,-98601.82,-252596.15,0.363,693.0859,693.626,BEAR,0.077988,WIDENING,BELOW,-0.210647,BULL,BULL,BEAR,6,1,0,2026-02-15 17:41:10.423787+00:00
HOOD_021226_EPCH2_1001,HOOD,2026-02-12,SHORT,EPCH2,PRIMARY,10:01:15,74.4478,False,-1.0,-1,2026-02-12,10:00:00,74.4,74.4,74.11,74.12,209774,0.391257,-195306.83,-65461.37,-10.9069,74.6731,75.0956,BEAR,0.570019,NARROWING,BELOW,-0.172558,BULL,BULL,BEAR,6,3,2,2026-02-15 17:41:10.423787+00:00
HOOD_021226_EPCH4_1001,HOOD,2026-02-12,SHORT,EPCH4,SECONDARY,10:01:15,74.4478,False,-1.0,-1,2026-02-12,10:00:00,74.4,74.4,74.11,74.12,209774,0.391257,-195306.83,-65461.37,-10.9069,74.6731,75.0956,BEAR,0.570019,NARROWING,BELOW,-0.172558,BULL,BULL,BEAR,6,3,2,2026-02-15 17:41:10.423787+00:00
QQQ_021226_EPCH4_1001,QQQ,2026-02-12,SHORT,EPCH4,SECONDARY,10:01:45,612.05,True,5.0,5,2026-02-12,10:00:00,611.4,611.42,610.7,610.88,321886,0.117863,-160943.0,-159824.71,8.0383,611.9922,612.94,BEAR,0.15515,STABLE,BELOW,-0.168649,BULL,BULL,BEAR,6,2,0,2026-02-15 17:41:10.423787+00:00
QQQ_021226_EPCH4_1002,QQQ,2026-02-12,SHORT,EPCH4,SECONDARY,10:02:15,612.0301,True,5.0,5,2026-02-12,10:01:00,610.9,612.2,610.71,612.05,361437,0.243444,288664.45,412619.37,20.2155,611.9233,612.7852,BEAR,0.140823,NARROWING,BTWN,-0.135642,BULL,BULL,BEAR,6,3,3,2026-02-15 17:41:10.423787+00:00
AMD_021226_EPCH4_1003,AMD,2026-02-12,SHORT,EPCH4,SECONDARY,10:03:15,213.77,True,1.0,1,2026-02-12,10:02:00,213.49,213.86,213.3,213.62,136980,0.262148,19568.57,130301.99,-6.2596,212.8078,213.1947,BEAR,0.181109,NARROWING,ABOVE,-0.21701,BULL,BEAR,BEAR,6,4,3,2026-02-15 17:41:10.423787+00:00
